year,kind,rating,vote,runtime,genre1,country1,language1,cast1,cast2,director1,writer1
2002.0,1,7.6,95.0,96.0,14,62,16,3506,1628,1884,5105
1998.0,1,7.3,2044.0,107.0,0,27,7,852,5557,3848,2584
1995.0,1,7.4,3281.0,88.0,4,47,45,793,3595,2505,3066
1998.0,2,7.5,26.0,95.0,2,37,16,2140,216,4207,2761
1993.0,3,7.2,2987.0,106.0,3,62,16,2074,2815,1373,598
2003.0,0,7.0,19.0,113.0,6,67,64,2269,2691,1264,5105
2003.0,3,7.1,167.0,120.0,7,62,16,1270,3746,280,913
1996.0,1,6.3,1211.0,94.0,1,10,16,884,1452,1932,3779
2003.0,7,8.6,659.0,62.0,14,62,16,842,4730,2265,5105
1995.0,1,7.7,280.0,95.0,6,61,16,1029,1649,1485,1776
2005.0,7,8.2,349.0,22.0,6,62,16,3130,1762,2558,5105
1995.0,3,5.5,249.0,96.0,7,62,16,3894,175,487,1412
2003.0,7,3.5,6151.0,96.0,0,62,16,1614,1572,129,266
1991.0,1,unknown,3408.0,97.0,6,62,16,2175,3499,2978,373
1936.0,1,6.7,7607.0,101.0,7,61,16,3918,1549,4110,1711
1983.0,1,7.1,94826.0,86.0,0,62,16,3203,1152,1899,2854
2005.0,7,7.4,185.0,83.0,6,62,16,941,1882,2531,552
1988.0,1,4.9,4710.0,64.0,0,35,18,1243,501,2426,842
1993.0,1,7.5,15965.0,120.0,0,27,7,4154,1478,4142,4650
2002.0,3,6.3,336.0,180.0,2,62,39,668,2456,3569,3611
1981.0,1,6.6,1964.0,95.0,7,56,16,4556,1681,1070,1182
2003.0,3,6.8,1159.0,168.0,7,62,16,905,733,2069,1632
1986.0,1,3.2,5322.0,106.0,1,61,16,4315,3524,1826,2371
1992.0,1,6.9,6462.0,63.0,0,30,26,4030,1439,3202,3883
2000.0,7,unknown,165.0,93.0,20,62,16,2726,838,1132,3464
2001.0,7,2.7,976.0,55.0,4,62,16,3143,3241,647,762
2002.0,2,8.1,522.0,60.0,6,62,16,1180,3124,4207,1663
1998.0,7,4.4,4452.0,102.0,4,62,16,1314,1907,598,1729
2002.0,7,3.9,529.0,237.0,0,62,16,4819,5329,1851,4535
2003.0,1,7.2,3189.0,97.0,0,59,59,399,5212,1109,1302
2002.0,1,5.8,133.0,24.0,6,62,64,5069,5897,4216,5105
2003.0,1,6.7,1018.0,112.0,4,62,16,1230,2510,1936,1011
1965.0,1,7.6,2639.0,125.0,0,37,33,3416,2058,1511,1807
1980.0,1,7.4,2380.0,93.0,0,54,48,1713,257,110,5081
2001.0,1,5.6,25.0,139.0,18,62,16,1190,381,1653,1999
1977.0,4,7.5,391.0,104.0,4,62,16,3991,2621,4207,993
2002.0,0,7.2,113.0,75.0,6,61,16,2474,695,1268,1526
2004.0,3,6.2,6597.0,56.0,4,62,16,2753,1350,2526,3655
2000.0,1,7.1,2035.0,270.0,7,53,35,5017,2063,1783,2254
1990.0,0,8.1,153.0,250.0,6,62,16,3287,2457,3765,5105
2003.0,7,7.6,49.0,106.0,14,62,16,4666,4151,2435,5105
1993.0,1,5.9,464.0,30.0,0,62,16,3201,1316,561,669
1998.0,1,6.6,1884.0,139.0,4,62,16,2347,4982,3561,3989
1975.0,1,7.6,1880.0,30.0,7,65,22,666,2259,3201,3861
2000.0,1,4.4,2287.0,127.0,5,10,16,631,664,1302,4570
1996.0,1,6.1,359.0,105.0,5,35,32,1631,1725,253,324
1998.0,1,7.0,4996.0,92.0,4,53,35,1956,4104,1749,2133
1998.0,0,7.2,137.0,93.0,6,62,16,3235,3020,2688,5105
1972.0,4,6.7,279.0,91.0,2,37,33,4204,1563,4207,4821
1999.0,1,6.3,3005.0,30.0,0,30,26,228,5213,1074,4882
1999.0,1,6.1,12703.0,86.0,0,27,7,2016,5154,4047,1973
2002.0,1,6.0,1404.0,104.0,4,62,16,2214,2086,2045,4328
2003.0,7,4.7,4175.0,87.0,3,62,16,3119,73,725,855
1991.0,3,7.3,1731.0,91.0,7,62,16,4232,3034,3245,23
1995.0,4,6.5,28719.0,83.0,0,62,16,2738,3932,4207,774
1918.0,1,unknown,3408.0,6.0,7,62,41,830,4437,3225,3894
1991.0,7,6.0,17.0,85.0,20,62,16,4535,5897,127,5105
1969.0,1,6.8,4523.0,80.0,7,61,16,3768,5657,3865,444
2001.0,1,7.0,2802.0,63.0,4,61,16,1195,5446,2204,4010
1998.0,7,8.6,33.0,100.0,6,62,64,2387,5897,1448,1713
1945.0,1,7.5,8453.0,237.0,7,61,16,1687,5743,2745,3322
2000.0,1,6.2,15465.0,95.0,4,62,16,3256,5256,2007,2426
2004.0,1,4.2,2187.0,48.0,7,49,16,1850,2384,3654,4079
1963.0,1,6.5,12487.0,106.0,1,61,16,1692,4550,3982,2391
1995.0,7,7.5,110.0,102.0,2,62,16,3767,2602,4207,5105
1989.0,1,5.9,273.0,105.0,5,27,7,859,4903,3851,814
2005.0,1,7.5,264.0,128.0,6,62,16,3985,5897,3769,3954
2001.0,1,7.3,403.0,105.0,6,5,16,3437,5223,2588,3167
2004.0,7,unknown,165.0,154.0,20,62,16,2673,3103,4207,5105
1981.0,7,8.3,153.0,88.0,6,62,16,4667,760,1879,5105
1997.0,2,7.7,660.0,104.0,6,62,16,3638,2839,4207,1570
2002.0,1,4.1,617.0,95.0,13,62,16,2283,3634,845,984
1990.0,3,7.9,5234.0,90.0,2,37,33,3179,3079,2821,94
1976.0,1,7.6,6699.0,120.0,5,23,20,136,2497,2065,1463
1962.0,1,7.9,18683.0,200.0,7,35,32,136,4099,2774,3351
1990.0,5,7.9,302.0,25.0,2,62,16,2958,5442,3144,2227
2004.0,1,7.7,37.0,47.0,6,62,16,78,553,562,5105
1984.0,1,7.5,1855.0,120.0,2,37,33,1617,5575,2469,3019
1993.0,1,6.5,2099.0,94.0,5,62,16,285,5081,155,204
2004.0,7,6.1,3064.0,94.0,2,62,16,1917,4734,3610,1527
1992.0,1,5.7,13677.0,92.0,4,62,16,4625,5004,772,917
2001.0,1,5.5,606.0,95.0,13,37,33,3415,5038,3832,5064
2002.0,1,6.0,1064.0,93.0,7,10,16,4443,4065,1091,1274
2001.0,1,5.4,368.0,90.0,7,23,20,3966,4813,1209,1460
2004.0,2,7.1,887.0,25.0,5,10,16,4034,4180,4207,4163
1926.0,1,6.6,1932.0,168.0,1,62,16,4177,5678,1324,1265
1973.0,1,7.6,4012.0,140.0,0,37,33,4764,4009,2214,2653
2004.0,1,5.9,10481.0,95.0,7,10,16,2638,1625,1396,778
2004.0,7,8.2,10.0,100.0,7,62,16,772,5897,4207,1201
1993.0,1,7.3,4381.0,140.0,7,61,16,685,2917,2204,2217
2000.0,1,6.2,1761.0,101.0,7,37,33,1840,5141,3829,4637
2000.0,4,7.3,19975.0,65.0,2,37,16,1065,5737,4207,2647
2000.0,1,7.9,1545.0,120.0,2,37,33,4219,4111,2836,821
1996.0,1,7.2,1407.0,57.0,2,37,33,3199,3854,1523,3187
2005.0,7,2.3,283.0,186.0,0,10,16,3859,2989,565,677
1987.0,7,7.0,14.0,33.0,20,62,16,765,2604,2024,2447
1997.0,1,6.8,3383.0,97.0,7,61,16,3873,5685,325,2484
1975.0,1,5.3,1624.0,95.0,13,61,16,3768,2733,1246,311
2000.0,7,2.9,273.0,30.0,13,62,16,3434,3291,3461,4159
1956.0,1,8.6,18302.0,87.0,6,23,20,3360,4619,77,2095
2001.0,3,6.5,607.0,120.0,13,62,16,1163,1091,1023,2894
1999.0,1,6.6,2274.0,68.0,6,62,16,2440,391,99,5105
1993.0,1,7.3,18094.0,96.0,3,61,16,2551,4825,3251,4998
2004.0,1,3.0,15.0,86.0,4,62,16,2895,1178,2183,2304
1982.0,0,unknown,176.5,111.0,21,67,64,3758,3188,98,5105
1996.0,0,7.9,2073.0,85.0,0,61,16,4309,11,3943,436
2001.0,3,5.4,79.0,105.0,6,41,16,3095,2634,1670,5105
2004.0,1,7.8,99100.0,87.0,1,1,54,1630,4833,4077,8
2004.0,7,6.9,54.0,98.0,6,62,16,3305,1903,375,2123
1996.0,3,6.0,935.0,46.0,7,62,16,1061,3132,809,4399
2001.0,7,7.4,22.0,90.0,6,62,16,935,1765,2224,5105
1966.0,1,7.0,8522.0,157.0,4,62,16,739,1711,2933,3482
1998.0,1,7.3,159.0,88.0,6,62,16,812,2040,1020,5105
1997.0,1,7.4,29740.0,98.0,7,55,54,2155,1783,3054,3710
1972.0,1,7.9,54739.0,52.0,0,65,22,2771,2138,4090,4951
2004.0,7,unknown,165.0,63.0,2,62,16,713,2824,512,605
1996.0,1,8.1,5601.0,104.0,7,27,7,3011,3339,3095,1928
2000.0,1,8.1,231939.0,88.0,7,39,54,1443,1843,106,1684
1997.0,1,7.1,5513.0,98.0,4,61,16,2655,3500,2794,3375
1928.0,1,7.1,2030.0,97.0,7,54,41,4871,2234,4062,3596
1987.0,7,8.2,668.0,82.0,6,35,16,3008,4356,1769,5105
2003.0,7,7.2,562.0,154.0,2,62,16,4755,2538,3348,890
1987.0,1,8.3,429.0,86.0,2,61,16,5069,5897,3717,5105
2002.0,7,5.8,8877.0,99.0,2,62,16,449,2435,1832,2233
1970.0,1,7.8,6920.0,31.0,0,54,48,244,4418,4058,4854
2003.0,1,4.9,11276.0,99.0,4,62,16,2631,2488,1669,1142
2004.0,7,unknown,165.0,92.0,6,62,16,5069,5897,1815,2211
1996.0,1,7.6,722.0,109.0,6,62,16,3471,5897,320,415
2002.0,1,6.6,344.0,113.0,6,62,54,3520,1908,1747,1594
1997.0,7,unknown,165.0,104.0,21,62,16,1574,5595,2763,3674
1988.0,1,5.6,55498.0,60.0,0,4,16,3710,3391,1915,3676
2003.0,1,8.0,1130.0,148.0,6,62,16,4902,2503,3382,4770
1997.0,1,7.0,228.0,95.0,6,62,16,2716,4876,817,5105
1994.0,3,5.8,827.0,90.0,0,62,16,377,1580,3296,949
2004.0,7,8.2,31.0,49.0,6,62,16,4802,5897,4207,5105
1997.0,0,7.5,93.0,93.0,6,62,16,1336,5146,882,5105
2004.0,0,unknown,176.5,105.0,6,67,64,225,5897,2781,1374
1955.0,2,7.3,146.0,45.0,6,61,16,3633,992,4207,3592
1987.0,7,6.1,7.0,91.0,6,37,64,5069,5897,4207,5105
1971.0,1,6.6,5872.0,82.0,13,61,16,1228,4452,3079,4026
2001.0,1,7.9,25.0,88.0,6,62,16,5069,5897,682,2204
1983.0,0,7.4,205.0,61.0,1,62,16,2197,5125,1355,1088
2003.0,1,7.1,22653.0,86.0,0,30,26,1911,4621,3211,3870
1983.0,1,8.2,15.0,46.0,14,61,16,5069,5897,3309,5105
2003.0,3,6.0,54.0,94.0,6,62,16,3634,1919,305,5105
2003.0,1,7.3,1069.0,89.0,6,9,34,24,5810,3325,4005
2003.0,1,7.0,288.0,152.0,6,62,16,5069,5897,3344,5105
2002.0,1,6.8,232.0,78.0,6,62,16,2611,5271,4119,5105
2001.0,1,7.5,983.0,90.0,6,62,16,469,769,3697,2001
1960.0,1,6.5,4885.0,108.0,4,61,16,769,1353,3681,1865
2004.0,1,6.4,2847.0,22.0,5,61,16,2856,5071,1993,2411
1995.0,1,6.1,4129.0,90.0,0,27,7,2277,957,1857,1163
1999.0,7,6.8,12.0,114.0,6,62,16,872,5897,1393,5105
1988.0,2,8.9,1029.0,31.0,6,62,16,2500,582,4207,5105
2002.0,7,7.0,18.0,153.0,6,62,16,972,4473,3923,5105
2002.0,4,5.2,25.0,91.0,2,37,33,4213,5335,4207,3552
1993.0,4,6.8,10920.0,92.0,7,62,16,2125,2659,4207,451
1995.0,7,8.0,22.0,94.0,8,62,16,1586,838,1933,781
2002.0,3,7.4,204.0,70.0,6,62,16,1141,4809,4207,5105
1987.0,3,5.1,89.0,122.0,7,62,16,2057,3876,3394,3463
1993.0,0,6.9,1003.0,87.0,5,61,16,2241,1554,3091,4625
2000.0,3,5.4,329.0,24.0,18,62,16,3099,4188,3980,4559
1951.0,1,8.2,4703.0,97.0,7,61,16,3343,2470,240,4674
1965.0,1,6.3,2435.0,60.0,13,61,16,4610,5235,3649,3963
1999.0,7,unknown,165.0,105.0,6,62,16,872,5897,1393,5105
2000.0,7,4.3,1906.0,23.0,13,62,16,1466,2397,842,981
1997.0,1,6.4,7250.0,96.0,0,62,16,2484,1400,4114,1048
1994.0,1,6.7,573.0,60.0,7,37,33,3176,4144,3323,3880
1968.0,1,5.9,541.0,30.0,4,62,16,584,4505,1228,4074
1988.0,1,4.6,35031.0,145.0,4,62,16,707,1295,89,3488
1997.0,1,7.1,1808.0,90.0,7,23,54,751,921,2830,3425
2004.0,7,8.3,105.0,142.0,14,62,16,3729,409,31,3696
1981.0,4,7.1,636.0,122.0,4,61,16,2534,3975,4207,512
1996.0,0,8.5,17.0,90.0,0,67,64,1011,2462,452,550
2002.0,4,7.7,2347.0,24.0,2,37,33,4586,5392,4207,771
1998.0,7,5.4,1236.0,67.0,9,49,16,247,1373,3859,4665
1978.0,0,8.9,314.0,105.0,7,62,16,3323,2990,4116,494
2004.0,3,7.0,104.0,121.0,6,62,16,4013,576,4207,3996
2005.0,2,7.9,8513.0,94.0,5,61,16,1409,4969,4207,3766
1998.0,1,6.5,385.0,111.0,7,62,16,2439,3706,212,262
1973.0,1,6.4,6990.0,106.0,5,56,55,900,2129,391,495
1983.0,1,7.4,22961.0,22.0,4,61,16,715,4472,365,467
1973.0,1,7.6,3832.0,78.0,0,30,26,228,2461,3184,2078
2003.0,7,7.6,48.0,82.0,8,10,16,970,4688,266,3705
2001.0,0,7.4,9.0,79.0,6,67,64,2725,4220,3380,4064
2004.0,1,5.5,708.0,140.0,6,62,16,2834,5897,2702,2828
2003.0,7,8.3,249.0,108.0,6,62,16,1564,1247,2644,5105
1980.0,0,unknown,176.5,121.0,8,67,16,877,899,843,5105
1999.0,2,4.7,2269.0,42.0,0,62,16,4039,3215,4207,2137
1996.0,3,6.3,549.0,85.0,3,24,22,3571,2127,345,441
1991.0,3,5.4,461.0,89.0,16,62,16,3829,2626,1795,2015
1958.0,1,7.3,23432.0,26.0,7,61,16,3768,1024,3865,2251
2001.0,3,unknown,575.0,93.0,6,61,16,5069,5897,1907,2318
2003.0,7,unknown,165.0,55.0,20,62,16,2939,2531,176,5105
1999.0,0,7.6,135.0,138.0,6,62,16,1428,5555,604,715
1995.0,1,8.2,59.0,46.0,14,62,16,746,5897,3114,5105
1997.0,1,5.4,8879.0,93.0,4,62,16,517,4150,2394,3097
2004.0,7,4.1,41.0,39.0,7,62,16,2340,2553,3898,4335
1985.0,0,7.7,395.0,180.0,1,61,16,973,4213,3463,3799
2004.0,7,6.7,86.0,94.0,6,62,16,231,2516,4207,5105
2000.0,1,7.1,1648.0,83.0,7,53,35,1928,963,2294,4279
1938.0,1,7.3,665.0,110.0,3,54,48,161,5651,2537,3106
1961.0,1,7.4,6072.0,192.0,7,54,48,1951,5717,180,4237
1998.0,1,4.9,1542.0,90.0,0,10,16,3346,3356,1689,3334
1996.0,1,7.3,170.0,147.0,6,61,16,2567,3811,1416,228
1984.0,0,7.0,198.0,117.0,1,62,16,2771,5328,3447,4032
1991.0,6,5.5,203.0,84.0,0,62,16,3495,5897,1269,3206
2002.0,4,7.1,249.0,66.0,2,37,33,3253,4673,4207,3187
1991.0,1,7.8,51.0,125.0,6,24,22,3224,2127,3120,3770
2001.0,3,5.8,330.0,102.0,7,62,16,1426,5049,2348,2615
1930.0,1,7.1,2186.0,77.0,4,23,20,150,4518,3241,3916
1970.0,3,7.7,13237.0,72.0,2,62,16,1603,4017,2097,4153
1981.0,1,6.3,53.0,97.0,0,30,26,4358,5691,282,5105
2000.0,1,7.1,6264.0,113.0,7,23,16,250,1576,4213,1910
2003.0,1,6.9,3509.0,126.0,7,37,33,1402,3539,4187,5075
1999.0,1,5.7,1613.0,98.0,7,30,26,300,2974,3553,1994
1988.0,1,5.9,12451.0,92.0,4,62,16,2725,1593,1951,2364
2000.0,4,5.9,765.0,177.0,17,62,16,3650,2171,4207,5105
1995.0,1,6.5,1059.0,195.0,13,53,35,3656,5175,607,4583
1999.0,1,7.4,4776.0,81.0,1,50,20,3608,5008,3504,4218
1973.0,1,7.6,839.0,87.0,6,62,16,4671,5434,2658,5105
1981.0,1,5.7,5442.0,60.0,13,35,32,2620,1949,177,3818
1996.0,2,7.2,1627.0,4.0,25,62,16,1524,3094,4207,2824
2003.0,1,4.4,2514.0,23.0,13,61,16,4292,4554,1711,3015
2001.0,7,6.6,3452.0,105.0,2,62,16,4945,5553,1691,4715
1994.0,4,5.9,8.0,92.0,2,62,16,2942,4488,4207,310
2003.0,1,6.3,3323.0,180.0,13,30,26,4218,4990,3185,367
2001.0,1,3.1,1603.0,120.0,0,34,16,4472,2014,3516,4489
1965.0,1,5.7,77.0,92.0,0,23,22,3906,4327,2643,840
1999.0,7,4.1,15793.0,167.0,5,62,16,4084,620,3579,4331
1994.0,1,7.9,228.0,25.0,14,62,32,2522,4517,4112,4729
2001.0,1,5.9,804.0,95.0,7,37,33,5050,435,2615,3188
1988.0,1,8.0,9028.0,150.0,5,62,26,4338,329,2816,3400
2003.0,2,7.6,1282.0,93.0,6,61,16,4099,161,4207,3316
2000.0,3,5.8,410.0,95.0,4,24,16,2324,4076,1859,1318
1997.0,1,6.1,362.0,33.0,7,61,16,3405,4067,881,4919
2003.0,7,unknown,165.0,30.0,6,61,16,1127,5160,3031,5105
1983.0,1,5.0,3330.0,100.0,4,62,16,1177,4355,3107,3376
1996.0,0,7.4,99.0,97.0,6,67,64,5069,5897,4207,5105
1997.0,4,7.5,280.0,106.0,2,67,64,2807,2167,4207,3554
1993.0,1,6.9,3760.0,99.0,4,27,16,343,1221,825,5016
2000.0,1,6.2,325.0,103.0,4,27,7,68,3102,700,1928
2004.0,7,8.6,105.0,100.0,14,61,16,1465,1495,3714,5105
2001.0,1,6.8,3635.0,120.0,0,24,22,4700,3715,1409,4472
1999.0,7,unknown,165.0,85.0,6,62,16,5069,5897,4207,5105
2004.0,7,2.2,219.0,75.0,13,52,16,4319,4785,3586,4342
1999.0,7,8.0,175.0,99.0,6,62,16,2301,596,409,5105
2001.0,1,7.8,140.0,60.0,6,62,16,3892,2733,290,368
1993.0,3,7.5,304.0,105.0,4,62,16,2893,3834,898,1040
2003.0,3,7.7,1913.0,96.0,3,61,16,1089,3799,3716,4504
2003.0,7,8.0,29.0,99.0,6,62,16,356,520,822,5105
2001.0,1,4.2,420.0,40.0,7,30,26,1531,4611,64,4594
1995.0,3,7.2,6066.0,106.0,7,62,16,2848,213,3393,3618
1982.0,1,5.4,2157.0,102.0,0,62,16,1607,509,4114,4971
1984.0,7,unknown,165.0,95.0,4,10,16,2207,4036,3682,292
1996.0,3,6.7,7395.0,100.0,4,62,16,2640,1214,389,2205
1981.0,1,7.8,1014.0,95.0,7,30,62,3938,1737,2845,3402
1984.0,1,6.3,1142.0,90.0,0,27,35,1376,956,2010,3747
2002.0,0,7.3,34.0,93.0,6,62,16,4049,5404,4207,4427
1974.0,4,7.5,20777.0,119.0,7,67,64,3263,3943,4207,494
1988.0,1,7.0,9505.0,86.0,5,27,7,281,3529,2143,2165
1994.0,7,7.2,37.0,54.0,2,62,16,5069,5897,4207,5105
2002.0,1,6.8,9736.0,178.0,7,61,16,4244,3043,2447,2988
2000.0,4,7.9,15383.0,74.0,2,37,16,2606,4681,4207,4210
1976.0,1,6.6,2082.0,85.0,7,23,20,1810,770,307,397
1994.0,1,5.8,3300.0,178.0,0,23,32,4446,4499,348,2097
1994.0,7,6.0,795.0,87.0,0,62,16,4232,1123,2975,3603
1977.0,1,7.5,25988.0,130.0,7,61,16,2063,3833,3520,2552
2000.0,1,8.2,7241.0,90.0,4,12,39,4949,2199,4088,4947
2000.0,3,6.5,537.0,20.0,7,62,16,1899,5242,3971,3772
1925.0,1,8.0,55411.0,123.0,7,54,41,159,5713,3595,3544
2002.0,1,7.2,273.0,22.0,6,10,16,1351,4572,733,870
1990.0,2,6.7,605.0,51.0,5,62,16,4525,1596,4207,1304
1995.0,2,8.3,319.0,126.0,1,61,16,139,5178,4207,122
1949.0,1,8.0,36086.0,95.0,4,61,16,1238,5637,3374,4198
1993.0,4,6.3,4650.0,92.0,4,62,16,3135,3650,4207,1303
1962.0,1,7.7,6867.0,115.0,7,62,16,1573,3361,2969,199
1989.0,4,8.2,1409.0,96.0,2,37,33,22,4256,4207,1829
2002.0,0,7.1,62.0,80.0,6,62,16,2684,5642,4207,548
2004.0,1,7.2,222681.0,87.0,7,62,4,2289,3541,2656,427
1999.0,1,6.5,81500.0,166.0,5,62,16,4771,425,473,1083
1997.0,3,6.6,449.0,192.0,7,62,16,3269,1364,271,2284
2002.0,7,7.8,193.0,152.0,14,62,16,4344,3486,1621,5105
1997.0,3,6.3,545.0,94.0,5,62,16,4019,1828,2764,2822
1994.0,3,7.6,72.0,94.0,6,62,16,2021,5636,1705,5105
2002.0,4,6.5,665.0,86.0,4,62,16,992,3684,4207,1037
1951.0,1,8.1,21078.0,95.0,7,61,16,147,3041,451,690
2002.0,1,4.8,10317.0,34.0,16,24,16,3611,5255,2031,3776
2003.0,7,4.1,1866.0,106.0,4,10,16,1109,1018,2804,2723
1980.0,1,7.1,8293.0,153.0,4,61,16,2399,1363,365,467
1972.0,1,6.5,10018.0,53.0,1,61,54,920,4452,1173,1
2000.0,1,7.4,4569.0,238.0,7,24,39,5004,2201,4168,5046
2004.0,7,8.0,26.0,79.0,6,62,16,2001,1298,3398,5105
1989.0,1,9.0,5.0,98.0,26,62,16,5069,5897,3395,5105
1981.0,1,8.3,13.0,100.0,14,62,16,1004,5555,993,812
1944.0,1,6.4,1512.0,137.0,16,62,16,4407,3573,3145,1582
1963.0,1,7.0,1429.0,83.0,7,61,16,2539,1438,3475,4041
2001.0,3,6.2,757.0,78.0,4,62,16,2628,5299,2348,2862
2001.0,7,unknown,165.0,245.0,21,62,16,4768,1399,4207,3372
2003.0,7,unknown,165.0,83.0,1,62,16,671,1685,2262,3249
1998.0,1,6.6,685.0,45.0,4,14,54,2985,1104,1196,1868
1966.0,1,7.6,10280.0,95.0,7,23,20,338,2485,714,837
1989.0,1,5.9,3200.0,95.0,0,27,7,859,5563,1465,5052
1998.0,1,6.8,586.0,141.0,12,27,39,2873,5154,2453,162
1997.0,1,7.0,3455.0,81.0,7,23,20,1072,1724,3159,3807
1985.0,4,unknown,1513.0,47.0,22,62,16,2425,5897,4207,67
1992.0,1,6.8,12836.0,54.0,7,61,16,2568,4570,3101,1343
1972.0,1,7.4,6070.0,95.0,4,61,16,1921,2094,3108,3724
1977.0,1,6.0,3508.0,75.0,1,35,32,3186,3843,3495,4758
2003.0,1,7.1,13153.0,60.0,5,10,16,3814,4062,3273,1548
1996.0,7,3.8,17.0,132.0,0,37,33,3021,2982,68,1832
1998.0,3,5.4,1312.0,112.0,13,62,16,4273,5197,680,2938
2003.0,1,7.9,4837.0,60.0,7,30,26,2664,5140,3795,4579
2000.0,3,7.9,2218.0,86.0,7,61,16,2244,339,597,974
1952.0,4,8.2,1160.0,123.0,4,62,16,708,3457,4207,857
2005.0,0,5.3,7.0,105.0,2,67,64,895,5075,1319,5105
2002.0,1,7.9,142175.0,135.0,6,62,16,3330,4974,2736,3311
1998.0,1,7.2,3514.0,85.0,4,50,48,162,5674,113,148
2002.0,4,8.1,1906.0,100.0,2,37,33,3062,3026,4207,4410
1987.0,1,7.0,7548.0,133.0,1,65,22,2771,3178,4090,580
2000.0,1,6.3,6809.0,105.0,3,62,16,4433,4916,1870,4836
1999.0,4,7.5,1326.0,154.0,2,67,64,2776,5364,4207,5095
2001.0,1,6.8,143.0,96.0,6,62,16,461,1456,3701,5105
1973.0,1,5.0,967.0,170.0,7,23,20,663,4766,3447,2094
2004.0,4,6.6,755.0,210.0,2,37,33,5035,2229,4207,2461
2002.0,7,8.9,402.0,109.0,14,56,16,333,533,2326,5105
1993.0,1,7.6,2836.0,54.0,7,12,39,4697,5747,4204,3033
1999.0,1,5.9,13062.0,92.0,13,37,33,3414,2195,1512,1826
1996.0,0,7.9,2126.0,94.0,0,61,16,4309,11,3943,709
1980.0,1,7.6,2204.0,95.0,4,54,48,3610,5853,2914,146
2004.0,2,8.2,15728.0,95.0,0,62,16,474,1068,4207,1034
1994.0,0,7.7,2311.0,95.0,0,61,16,4309,11,3943,863
1999.0,7,8.3,32.0,109.0,6,62,16,3507,4481,2861,5105
2001.0,1,2.7,5258.0,84.0,1,23,20,919,3204,1638,1984
1998.0,1,7.2,1685.0,70.0,6,62,16,3279,1965,1193,5105
2002.0,4,7.5,144.0,97.0,2,37,33,3969,3364,4207,2912
2005.0,7,5.6,45.0,23.0,2,62,16,2921,5897,4207,5105
2000.0,1,7.9,12162.0,360.0,5,30,57,2596,5095,2140,1705
2004.0,7,unknown,165.0,94.0,20,62,16,2673,3103,4207,5105
2002.0,1,5.0,53.0,79.0,4,37,33,4396,5550,2167,4143
2005.0,7,8.0,32.0,93.0,6,62,16,1126,5431,822,5105
1996.0,4,7.8,4047.0,94.0,2,37,33,2762,3108,4207,89
1999.0,1,3.1,931.0,139.0,13,10,16,1758,5219,622,2734
1947.0,1,7.3,8055.0,97.0,5,62,16,4101,4780,1098,2396
1992.0,7,7.8,45.0,127.0,6,67,64,1437,2045,194,5105
2000.0,1,6.9,724.0,96.0,4,62,16,530,5897,2189,473
1996.0,1,6.6,761.0,104.0,0,27,7,281,3355,2471,4276
2005.0,1,7.5,173.0,95.0,6,62,16,1206,529,2124,5105
1981.0,1,6.1,8997.0,117.0,13,10,16,3265,1979,1601,2324
1970.0,1,6.4,3587.0,95.0,13,55,32,4484,1153,2517,4286
1998.0,7,3.8,255.0,81.0,4,62,16,2915,3993,1810,4424
2000.0,1,6.7,1099.0,83.0,5,39,54,1226,871,1197,1357
1989.0,1,7.1,406.0,82.0,2,37,33,124,3069,2213,91
2000.0,7,5.4,109.0,44.0,4,62,16,651,5098,310,403
2003.0,7,6.6,71.0,123.0,8,62,16,155,1897,915,573
2002.0,0,7.2,347.0,89.0,5,61,16,4240,932,3274,1324
1987.0,1,7.8,10690.0,360.0,7,18,19,3746,3831,379,3153
2004.0,7,5.1,18.0,79.0,4,62,16,1193,1687,774,1401
2001.0,3,6.4,623.0,94.0,5,62,16,326,424,58,3364
1997.0,3,7.0,54.0,112.0,6,62,16,4455,5897,4207,1523
1999.0,7,8.5,19.0,172.0,8,61,16,1686,754,915,573
1986.0,1,7.0,69701.0,102.0,4,62,16,2896,4709,1221,1844
1977.0,1,7.8,13758.0,106.0,4,65,22,697,1712,4090,4951
1999.0,1,6.6,2605.0,87.0,4,23,16,3868,1324,3178,3832
2002.0,1,6.7,4476.0,97.0,0,37,33,5032,5139,2604,4939
2000.0,1,6.7,3561.0,95.0,1,37,33,2999,5548,2170,4232
1999.0,7,7.6,210.0,91.0,6,61,16,4724,753,315,5105
1997.0,1,7.1,163.0,51.0,4,39,54,190,5895,2091,2521
2002.0,3,5.5,1441.0,53.0,1,62,16,4520,569,879,2236
1994.0,1,8.9,1907147.0,112.0,5,62,16,4714,228,3191,3846
2002.0,7,7.1,388.0,80.0,2,62,16,1055,3798,3914,3790
1934.0,1,7.8,2996.0,95.0,7,37,41,4606,1046,4164,4628
1993.0,1,7.4,4089.0,76.0,6,62,16,2062,1916,633,5105
1999.0,1,7.1,24190.0,74.0,4,61,16,2447,3452,2122,2562
2005.0,7,8.1,121.0,120.0,6,62,16,967,1658,4207,5105
1985.0,3,6.4,242.0,80.0,15,62,16,453,0,4079,409
1997.0,3,6.4,535.0,99.0,8,10,16,2224,2517,669,2547
2002.0,1,6.7,42755.0,95.0,13,37,33,3245,4074,3832,4639
1993.0,1,8.1,26635.0,95.0,7,12,39,2891,1753,2137,3830
