year,kind,rating,vote,runtime,genre1,country1,language1,cast1,cast2,director1,writer1
1934.0,1,7.2,2092.0,76.0,6,61,16,5,3530,3381,4065
1997.0,0,7.6,471.0,102.0,6,62,16,3383,3397,882,5105
2002.0,0,unknown,176.5,101.0,4,67,64,5069,5897,4207,5105
2004.0,7,4.9,438.0,153.0,7,62,16,656,4335,3814,1679
2001.0,3,6.8,388.0,45.0,7,62,16,4295,4953,1944,2355
1991.0,3,6.3,402.0,30.0,5,62,16,2969,734,1929,1072
2001.0,1,5.6,944.0,80.0,0,37,33,3181,3856,1529,3410
1994.0,7,8.1,1466.0,4.0,4,61,16,1371,5897,1942,1258
2001.0,7,6.3,195.0,94.0,4,62,16,3462,515,349,5105
2004.0,1,7.8,207.0,95.0,6,62,16,746,5228,2843,5105
1992.0,1,7.6,4191.0,106.0,5,58,39,798,885,2814,3396
1966.0,3,8.2,17845.0,140.0,2,62,16,3789,1033,371,697
1996.0,3,6.5,990.0,360.0,4,62,16,1291,4826,2758,664
1979.0,0,unknown,176.5,195.0,1,67,64,3915,2836,2372,1187
2002.0,1,6.5,665334.0,30.0,0,62,16,1521,4153,1330,1595
1986.0,1,8.0,21593.0,80.0,7,57,20,5043,1188,710,829
2003.0,1,6.9,37.0,53.0,6,62,16,4972,4613,553,5105
1999.0,4,7.5,2029.0,90.0,19,62,16,3534,573,4207,4020
2001.0,4,6.7,345.0,106.0,2,37,33,3969,715,4207,525
2002.0,3,6.4,668.0,60.0,7,62,16,3680,3587,4010,5005
2001.0,6,8.4,47.0,98.0,0,61,16,4743,1989,4207,4934
2004.0,7,6.7,326.0,97.0,4,62,16,3051,732,2412,3067
1997.0,1,7.9,261.0,95.0,6,35,32,3043,4623,231,293
1999.0,1,6.3,2850.0,104.0,7,55,54,4897,2452,2481,2268
1970.0,1,6.2,3170.0,105.0,7,65,22,1872,5615,2674,3260
2003.0,1,9.0,319.0,240.0,6,62,16,1125,842,2335,5105
2003.0,7,3.2,1295.0,122.0,13,62,16,4612,888,1851,2874
2003.0,3,6.7,2864.0,53.0,4,10,16,2754,4352,1476,2205
2004.0,3,5.6,276.0,126.0,7,62,16,899,5592,1207,1959
2004.0,7,4.2,293.0,108.0,6,62,16,4557,5247,3653,4431
2000.0,1,4.1,375.0,60.0,0,10,16,2048,1143,1603,1936
1963.0,1,7.4,125304.0,60.0,0,61,16,4311,1210,3868,3962
1973.0,1,8.7,50.0,101.0,2,61,16,1158,4205,311,5105
2002.0,3,5.9,518.0,87.0,4,62,16,2473,1952,3387,2177
1986.0,7,7.2,55.0,88.0,2,62,16,815,2535,4207,519
2001.0,7,6.7,62.0,215.0,2,62,64,5069,5897,2055,5105
1984.0,1,6.9,1198.0,28.0,7,1,54,4571,2253,2602,3178
1989.0,4,6.5,8365.0,71.0,4,62,16,3525,3824,4207,4547
1969.0,3,6.1,579.0,154.0,4,62,16,4933,1536,1730,2053
1989.0,1,7.0,27439.0,47.0,4,55,54,4897,390,3054,3710
2002.0,7,6.1,168.0,110.0,2,10,16,2099,3237,3469,3451
1971.0,1,7.6,29515.0,61.0,4,61,16,1768,2701,1564,1654
1973.0,3,7.4,1365.0,105.0,4,62,16,4536,1522,2347,79
2002.0,3,6.8,31.0,106.0,6,61,16,2262,4226,2581,5105
2005.0,7,8.3,128.0,94.0,14,61,16,3474,655,506,5105
2002.0,1,4.0,404.0,185.0,0,27,7,281,4887,192,2775
1999.0,1,6.3,4176.0,60.0,4,23,20,3516,770,3970,4799
1992.0,1,7.2,26121.0,88.0,4,4,16,3719,5375,321,416
1982.0,1,7.1,15814.0,25.0,5,61,16,3791,1092,1433,315
1968.0,1,6.5,6243.0,95.0,0,35,32,2432,3657,2517,277
1975.0,1,8.2,53612.0,102.0,0,30,26,4265,1403,3217,2078
2005.0,2,8.0,6724.0,106.0,1,62,16,2507,2266,4207,2751
1995.0,3,6.6,1434.0,88.0,7,62,16,4698,691,680,2379
2002.0,7,3.1,196.0,133.0,0,10,16,452,5675,3927,4752
1989.0,1,6.6,1655.0,96.0,2,37,33,2656,5868,4177,5074
2000.0,7,4.4,15235.0,88.0,7,62,16,4106,5033,3440,4135
2003.0,7,8.2,66.0,111.0,6,62,16,1821,2031,4207,2152
1998.0,0,7.7,138.0,101.0,5,61,16,1246,5412,2201,425
1993.0,1,7.3,18094.0,66.0,3,61,16,2551,4825,3251,4998
2004.0,7,6.5,30.0,93.0,2,62,16,3864,622,3488,3145
1964.0,1,7.7,23954.0,60.0,4,23,20,311,1215,1737,1158
2002.0,1,7.9,4763.0,56.0,7,30,16,3876,3209,258,330
2000.0,1,6.8,2390.0,97.0,7,61,16,4364,1520,3123,535
1998.0,1,6.3,15893.0,121.0,2,62,16,2261,264,1249,4862
2000.0,7,5.8,19.0,73.0,6,62,16,2099,5897,3749,5105
1969.0,1,7.0,4665.0,90.0,7,35,32,3065,3766,3166,3816
1973.0,1,unknown,3408.0,109.0,20,61,64,5069,5897,863,5105
2004.0,2,6.0,77.0,30.0,2,37,33,3242,3770,4207,4249
2004.0,1,6.0,165.0,146.0,4,23,20,3937,2035,1573,1890
1985.0,1,6.5,2232.0,88.0,4,62,16,4744,1836,1553,1866
1967.0,1,7.3,8637.0,23.0,0,37,33,2586,3644,3591,1716
2002.0,2,7.8,7851.0,104.0,7,61,16,3863,3080,4207,238
2004.0,1,4.4,1801.0,99.0,7,30,26,4225,4525,288,366
2003.0,7,8.4,51.0,107.0,14,62,16,4155,2616,2218,5105
2004.0,1,5.2,1697.0,105.0,2,24,22,3680,1629,2353,2057
2001.0,1,7.0,64587.0,88.0,0,23,20,4253,3676,666,4575
1976.0,1,unknown,3408.0,95.0,6,30,26,3621,5897,3510,5105
2001.0,0,4.8,12.0,25.0,4,62,16,82,2619,979,4801
1990.0,1,5.7,807.0,107.0,4,62,16,464,3,1616,1113
2003.0,7,6.6,759.0,92.0,2,62,16,38,2439,1543,414
2005.0,7,7.9,13.0,22.0,20,62,16,3631,4587,3476,5105
2003.0,7,6.2,13.0,60.0,8,62,16,2726,2777,4207,5105
1983.0,3,2.3,2287.0,75.0,4,10,16,2288,149,914,922
1972.0,1,7.1,8987.0,22.0,5,23,20,136,4669,1745,2125
1964.0,1,8.0,16486.0,94.0,7,37,33,3377,4075,2610,5094
1997.0,1,6.7,23045.0,94.0,7,62,16,4252,2728,2248,4334
2005.0,1,6.9,138.0,88.0,6,62,16,4810,5054,2392,4824
2004.0,3,7.1,3265.0,89.0,7,62,16,4760,2385,3376,2926
2004.0,7,8.5,94.0,87.0,6,62,16,4545,1990,797,5105
1997.0,1,7.2,220632.0,74.0,7,10,16,3559,4211,4054,256
1999.0,1,5.2,754.0,30.0,4,62,16,4879,1840,1247,1497
2005.0,0,8.5,46.0,22.0,6,62,16,692,5897,840,5105
1969.0,1,7.0,6421.0,99.0,5,23,20,2183,854,1233,875
2003.0,2,7.2,240.0,98.0,6,10,16,3748,5400,4207,3924
2000.0,1,6.9,2551.0,99.0,7,61,16,1939,1058,3703,2249
1994.0,1,7.9,32784.0,72.0,5,42,16,3942,5403,2349,4007
1999.0,7,8.3,276.0,102.0,6,62,16,4280,429,3671,5105
1939.0,1,6.7,2443.0,55.0,7,62,16,2892,1539,1415,11
2003.0,1,5.9,546.0,87.0,7,30,62,4336,5625,2253,2736
1993.0,2,5.4,11133.0,96.0,13,62,16,2314,3596,4207,2851
1959.0,4,9.0,75772.0,90.0,7,62,64,4113,4779,4207,4124
2001.0,1,5.3,2441.0,90.0,4,23,20,417,1542,2987,106
1981.0,1,6.9,792.0,95.0,7,10,16,3547,5041,3213,295
1991.0,7,unknown,165.0,51.0,14,62,16,1062,5897,1844,5105
2002.0,1,5.6,88.0,93.0,0,61,16,2792,966,2237,5105
1985.0,1,6.8,15311.0,90.0,4,61,16,1080,4679,3703,1728
1973.0,1,8.1,84.0,87.0,6,62,16,1589,1878,2590,1493
1993.0,1,7.7,2470.0,97.0,2,37,33,2776,5612,2287,4587
2003.0,1,7.5,1166.0,60.0,7,34,25,3636,399,3617,4380
1995.0,1,7.1,3277.0,28.0,0,37,33,2604,55,19,1835
2004.0,7,7.2,178.0,96.0,2,62,16,931,5762,623,2841
1997.0,4,8.7,32283.0,56.0,2,37,16,3578,3577,4207,2707
1988.0,1,7.7,1224.0,100.0,6,4,16,4725,2062,2548,3124
2004.0,1,7.1,1447.0,53.0,6,1,16,153,211,2037,2463
2002.0,1,6.0,2500.0,42.0,18,10,16,3877,3417,967,1111
1996.0,6,5.9,291.0,266.0,8,62,16,2216,4538,3781,4661
1998.0,1,5.8,32643.0,97.0,1,4,16,3010,2366,1334,1597
1998.0,4,7.5,56.0,94.0,2,37,64,3037,4040,4207,5105
2001.0,1,5.8,372.0,66.0,4,27,7,3537,5259,3662,2256
1975.0,2,8.1,254.0,106.0,5,61,16,1936,1988,4207,1199
1999.0,1,7.6,147.0,156.0,6,62,16,4759,4030,2591,5105
1991.0,1,8.5,1033000.0,51.0,0,62,16,382,3387,1658,2009
1998.0,4,8.0,4705.0,90.0,2,37,33,4219,2230,4207,821
2005.0,1,5.0,29.0,77.0,4,62,16,4523,4929,4207,5105
1984.0,6,unknown,50.5,88.0,26,67,64,5069,5897,4207,5105
2002.0,1,4.7,5706.0,60.0,13,61,16,2333,3260,2501,3064
2000.0,1,6.7,366.0,99.0,7,27,7,789,1521,2947,3579
1998.0,1,2.9,1030.0,99.0,23,62,16,2969,245,1771,2831
1994.0,1,7.1,18950.0,72.0,7,10,16,684,3892,287,364
1938.0,3,unknown,575.0,84.0,7,61,16,3839,1664,4207,706
2005.0,1,6.4,1859.0,100.0,7,35,32,445,265,1201,1445
2004.0,7,4.3,9445.0,100.0,13,62,16,4106,4771,427,1120
1989.0,0,7.1,10.0,99.0,5,67,64,4906,5897,4207,5105
2005.0,7,7.4,36.0,87.0,2,62,16,4376,2251,4207,4922
1991.0,1,7.3,17982.0,110.0,0,27,7,2277,561,1465,5052
1987.0,1,7.8,9245.0,121.0,7,47,45,598,5357,2284,2774
2002.0,7,8.6,81.0,90.0,6,62,16,1938,4838,454,5105
2001.0,7,6.9,219.0,108.0,2,37,16,3243,5807,7,4207
1959.0,1,8.0,7648.0,64.0,7,37,33,1635,3514,4164,5040
1997.0,1,5.5,493.0,158.0,2,37,33,265,5573,72,5
2003.0,7,7.6,55.0,88.0,6,62,16,4377,4478,2591,5105
2004.0,1,7.4,691.0,104.0,4,62,16,524,5897,2702,465
2003.0,1,6.3,195.0,95.0,0,62,16,3717,3150,2237,5105
1966.0,1,8.1,50716.0,77.0,3,54,48,245,2286,180,254
1987.0,7,7.7,88.0,90.0,6,62,16,2212,3201,1880,5105
2000.0,7,6.8,33.0,93.0,6,62,16,4998,3858,4207,5105
1976.0,1,8.1,1401.0,359.0,4,34,25,5013,1865,285,3452
2004.0,2,8.0,212.0,100.0,6,61,16,503,5897,4207,453
1999.0,4,6.4,310.0,94.0,2,67,16,2736,2775,4207,3474
1992.0,7,8.5,1472.0,90.0,6,61,16,64,321,907,5105
2000.0,0,unknown,176.5,100.0,22,67,64,4124,4693,4207,5105
2003.0,7,6.6,4505.0,180.0,2,62,16,770,1803,3572,3143
1980.0,1,7.0,7000.0,104.0,4,35,32,3043,345,1190,1432
2004.0,7,unknown,165.0,88.0,2,62,16,2747,5442,4207,2227
1960.0,1,7.6,146.0,30.0,14,62,16,1589,1611,3262,2314
1976.0,1,6.9,1499.0,103.0,4,17,20,2166,2337,1735,1608
1965.0,1,7.8,1873.0,134.0,6,37,33,75,2305,2279,833
1994.0,2,6.7,434.0,183.0,7,61,16,783,3436,4207,666
2005.0,7,7.5,32482.0,87.0,2,62,16,4333,168,3066,4361
2004.0,1,7.1,6794.0,87.0,7,61,16,412,1708,2204,3682
1999.0,2,5.8,19.0,24.0,2,37,33,3283,2167,4207,1317
1992.0,0,8.6,581.0,86.0,4,62,16,4809,2668,2246,2290
1959.0,4,9.0,75772.0,104.0,7,62,64,4113,4779,4207,4124
1996.0,1,6.0,14504.0,88.0,1,62,16,3315,4968,922,751
1918.0,1,7.7,12.0,101.0,4,61,41,804,1540,4207,5105
1998.0,7,5.0,7.0,81.0,26,62,16,5069,5897,4207,5105
2004.0,7,8.6,169.0,48.0,14,62,16,3763,4037,2099,5105
1997.0,1,5.6,486.0,95.0,7,4,16,91,2319,1390,1018
2004.0,0,6.7,12.0,163.0,2,67,64,1620,1000,4207,1380
1999.0,4,7.5,2029.0,96.0,19,62,16,3534,573,4207,4020
2004.0,7,4.7,8104.0,123.0,7,62,16,2722,3218,3581,3922
1999.0,1,7.9,5444.0,210.0,4,39,54,1052,4422,2432,2975
2003.0,1,6.3,1530.0,141.0,4,57,20,4209,2279,77,255
2001.0,0,unknown,176.5,188.0,17,67,64,5069,5897,4207,4738
1997.0,1,7.3,8845.0,80.0,7,61,16,3913,3050,1287,1543
1987.0,1,6.3,591.0,22.0,0,27,7,859,148,23,2165
1951.0,1,8.2,8029.0,96.0,7,37,33,4334,958,4164,2787
2002.0,3,6.7,1223.0,88.0,3,62,16,4927,1843,848,4510
1987.0,1,3.4,4785.0,97.0,4,4,16,454,3827,3157,1536
2003.0,1,7.7,24927.0,116.0,6,62,16,381,1571,191,5105
2001.0,7,8.6,71.0,87.0,14,62,16,767,5234,2198,5105
2000.0,1,4.1,594.0,50.0,7,62,16,898,2958,529,4732
1976.0,1,5.0,928.0,95.0,0,27,39,2315,2323,4086,2940
1991.0,1,6.3,9165.0,90.0,6,62,16,3008,1473,109,5105
2004.0,4,7.9,105.0,56.0,2,37,33,3003,2290,4207,5105
1997.0,1,7.1,64.0,100.0,6,62,16,2810,2861,2777,3358
1994.0,1,6.8,2519.0,180.0,0,27,7,859,5563,1857,2256
2003.0,7,8.7,43.0,89.0,14,62,16,62,2261,4207,5105
2002.0,1,5.0,1893.0,164.0,7,62,16,1230,1590,4036,2676
2003.0,1,7.2,1262.0,120.0,6,61,16,3581,3367,1924,2339
2003.0,1,7.1,2419.0,45.0,6,24,22,4668,3253,4090,4951
1974.0,1,6.2,546.0,23.0,5,10,16,1493,3935,2002,4077
1967.0,1,7.4,916.0,84.0,4,30,26,1276,5725,3845,2641
2005.0,7,7.0,9.0,166.0,17,62,16,4794,5897,4207,5105
2001.0,1,6.0,7710.0,40.0,7,23,20,4904,5593,703,820
1967.0,4,7.7,522.0,125.0,4,61,16,2379,2007,4207,4734
2004.0,1,5.2,762.0,97.0,4,62,16,4688,2961,3996,979
2000.0,1,7.1,1972.0,94.0,4,6,20,490,456,3172,3804
1983.0,1,7.0,5671.0,93.0,4,23,20,3833,2057,1210,1461
2005.0,7,7.6,14.0,89.0,20,62,16,5069,5897,4207,5105
2004.0,7,1.6,184.0,85.0,13,62,16,2581,5426,2709,3294
1976.0,1,unknown,3408.0,84.0,6,30,26,3621,5897,3510,5105
2003.0,3,3.8,579.0,90.0,7,62,16,2345,3796,1039,3725
1934.0,1,7.2,6489.0,105.0,4,62,16,4911,917,1426,1465
1997.0,1,7.5,2604.0,51.0,7,30,26,300,5355,3188,2585
1969.0,1,8.2,3732.0,107.0,6,57,20,1862,3583,2493,258
1933.0,1,7.6,1163.0,94.0,4,62,16,2368,505,4131,1335
1997.0,2,4.6,13.0,96.0,2,37,33,5046,3181,4207,3485
2002.0,3,3.6,1985.0,1140.0,13,62,16,1170,5645,1660,4333
2004.0,7,6.8,381.0,50.0,2,62,16,1055,5475,3914,2341
2003.0,1,6.5,1444.0,109.0,4,33,16,495,915,1954,3512
1987.0,1,7.5,9380.0,85.0,0,27,7,2891,2678,3664,4445
1997.0,0,8.0,2336.0,93.0,0,61,16,4309,11,3943,709
1980.0,0,unknown,176.5,91.0,5,67,64,1665,5897,4207,5105
2001.0,1,6.4,12336.0,25.0,7,61,16,776,2370,1358,4343
2002.0,4,7.7,5334.0,88.0,2,37,16,4773,5039,4207,4411
1998.0,2,6.8,184.0,100.0,2,37,33,3936,3854,4207,1660
2005.0,7,5.5,14.0,77.0,20,62,16,194,5897,124,5105
1986.0,1,5.5,2264.0,91.0,2,10,16,1814,993,775,3769
2003.0,1,3.3,212.0,25.0,9,10,16,3941,1211,2407,753
2002.0,5,7.2,1107.0,94.0,2,62,16,4958,3292,371,697
1999.0,1,5.8,226.0,102.0,13,59,59,242,416,3667,720
1994.0,7,8.4,421.0,124.0,6,62,64,2306,595,2824,5105
1999.0,4,7.7,489.0,74.0,2,67,16,5023,453,4207,1830
1988.0,1,7.5,2312.0,60.0,2,10,16,3973,5897,737,873
1991.0,7,8.2,19.0,91.0,26,62,16,5068,5897,4207,5105
2002.0,1,4.4,1392.0,47.0,0,30,26,228,5013,869,4113
1997.0,7,7.6,24.0,105.0,6,62,16,4010,5527,4207,5105
1998.0,1,5.3,2136.0,95.0,0,30,26,228,113,3929,4113
2000.0,7,4.2,1140.0,91.0,0,62,16,1645,5166,2617,3198
1996.0,1,6.4,849.0,186.0,4,4,16,478,2559,858,999
2003.0,0,7.5,603.0,22.0,5,61,16,2428,1191,1789,3328
2000.0,4,unknown,1513.0,103.0,22,10,16,2950,5897,4207,5105
2000.0,1,6.8,108.0,50.0,6,62,16,3761,3994,3609,5105
1986.0,1,5.6,13277.0,101.0,4,62,16,2689,57,1851,2246
2004.0,1,6.1,300.0,99.0,6,10,16,4089,396,2020,2600
1972.0,1,7.6,4276.0,381.0,0,37,33,4764,5818,511,2653
2005.0,7,unknown,165.0,93.0,20,62,16,4190,5131,4207,5105
1990.0,1,8.4,2294.0,30.0,6,62,16,1686,4818,3422,1583
2002.0,1,6.8,1621.0,120.0,5,37,33,4024,4938,3830,4387
1999.0,7,8.6,424.0,94.0,20,61,16,558,5897,628,5105
1997.0,0,8.5,115.0,92.0,6,67,64,5069,5897,4207,5105
1984.0,1,7.1,5880.0,136.0,3,61,16,4185,1093,2504,2543
2000.0,7,7.8,5.0,124.0,2,62,48,5069,5897,2376,4900
1996.0,4,6.7,36142.0,44.0,4,62,16,3264,4195,4207,2467
2000.0,1,6.5,665.0,93.0,4,55,54,1082,1645,796,939
1979.0,1,6.8,27813.0,80.0,13,10,16,3614,4986,862,1002
2000.0,4,7.2,46.0,90.0,6,24,22,1319,5748,4207,1704
2001.0,1,7.2,4525.0,109.0,7,23,39,2914,604,4151,3711
1995.0,1,5.2,2675.0,51.0,4,61,16,4316,859,534,3768
1995.0,4,7.6,12196.0,21.0,2,37,16,4562,2591,4207,3468
1996.0,1,6.6,977.0,80.0,4,7,46,4587,3754,544,2514
1981.0,1,6.2,7365.0,95.0,4,62,16,4767,925,3960,4790
1986.0,1,7.1,6438.0,360.0,3,61,16,1859,844,3999,743
2004.0,7,8.1,46.0,94.0,6,61,16,2799,5897,3498,5105
1989.0,1,6.2,7538.0,109.0,13,35,32,1922,5534,2776,967
2003.0,1,7.6,68678.0,105.0,4,23,20,1792,3653,4160,5038
2002.0,1,6.6,2425.0,99.0,7,61,16,1859,4279,21,4182
1999.0,1,7.9,92808.0,75.0,7,55,54,790,3658,3054,3710
1990.0,1,7.5,20184.0,89.0,5,27,7,2891,3529,2143,2165
1960.0,1,6.9,1399.0,90.0,5,61,16,4460,4984,2065,206
1993.0,4,6.7,22736.0,140.0,1,62,16,1197,5410,4207,1105
2003.0,7,8.8,808.0,91.0,14,24,16,3988,4390,4205,5105
2000.0,3,7.7,239.0,45.0,6,62,16,1971,4739,2231,2717
1995.0,2,7.5,24.0,89.0,6,61,16,2115,5897,4207,5105
2002.0,1,6.3,1721.0,162.0,5,27,7,2891,2999,612,726
1993.0,1,7.2,147.0,163.0,6,62,16,2332,3460,2777,5105
1967.0,0,unknown,176.5,124.0,2,67,64,5069,5897,4207,5105
2002.0,3,6.6,297.0,60.0,6,62,16,4998,1740,549,643
2001.0,1,6.3,461.0,83.0,7,41,16,3702,1408,3930,3213
1999.0,7,7.9,257.0,70.0,6,62,16,3786,5785,3102,3753
1999.0,1,7.3,166.0,30.0,4,62,16,4448,5003,2589,4272
2001.0,3,5.3,417.0,360.0,7,10,16,1475,4850,2516,183
1998.0,1,7.0,8017.0,93.0,4,61,16,4493,594,455,1147
2000.0,1,7.3,58432.0,30.0,5,61,16,3913,523,2032,2955
1961.0,1,7.2,574.0,122.0,4,39,54,733,3374,2785,3055
2005.0,7,5.5,20.0,24.0,0,62,16,642,462,2237,5105
2002.0,1,6.7,51.0,87.0,6,62,16,791,3373,2375,674
1988.0,1,5.5,251.0,175.0,7,65,16,1957,3586,2829,3420
2003.0,1,7.5,8429.0,25.0,6,18,11,954,3543,2131,4450
2001.0,4,8.5,48851.0,68.0,2,62,16,3803,3545,4207,1566
1996.0,2,6.6,232.0,87.0,2,37,16,1887,3839,4207,729
1982.0,1,4.8,747.0,102.0,0,35,32,2839,1839,497,212
1969.0,1,7.2,1498.0,159.0,1,47,45,4596,3528,1800,2197
1979.0,1,8.5,18697.0,95.0,4,30,26,229,605,1544,4246
1990.0,3,7.2,354.0,58.0,25,62,16,2051,4683,580,1247
1999.0,1,3.9,273.0,95.0,13,33,16,644,3175,2817,887
1977.0,1,4.6,314.0,25.0,6,27,16,687,739,3641,2817
2000.0,4,6.9,2574.0,30.0,4,62,16,2040,4843,4207,1050
1979.0,0,7.2,330.0,90.0,1,61,16,4743,3745,2714,499
1998.0,4,7.7,1226.0,134.0,16,61,16,3524,1412,4207,4426
2003.0,3,5.8,63.0,32.0,6,62,16,4645,2841,4207,4660
2002.0,7,unknown,165.0,60.0,2,62,16,2960,815,4207,5105
1965.0,1,8.2,243114.0,108.0,25,35,32,961,3325,3598,4359
2004.0,2,7.3,154.0,110.0,6,61,16,3976,975,4207,5105
2002.0,1,2.7,4111.0,22.0,13,62,16,3504,4224,2903,3530
1976.0,1,6.8,1333.0,83.0,4,4,16,3901,1062,473,1085
1988.0,3,6.5,131.0,94.0,7,62,16,460,4683,1355,1253
2001.0,7,unknown,165.0,40.0,26,62,16,5069,5897,4207,5105
2001.0,1,6.2,1541.0,60.0,3,30,26,2622,4621,3638,2736
2004.0,4,6.8,2911.0,91.0,0,62,16,2083,3143,4207,288
2001.0,0,7.7,12.0,30.0,6,67,64,1776,2308,532,625
1999.0,4,7.6,1992.0,91.0,2,37,33,3450,5274,4207,2914
2002.0,1,4.7,481.0,566.0,15,61,16,3845,2383,1791,5005
2004.0,3,7.4,5918.0,156.0,3,62,16,1884,3603,2162,2172
2000.0,1,5.0,282.0,240.0,7,24,16,4763,2271,1862,3312
1990.0,1,2.8,1176.0,45.0,0,6,16,4567,2066,2450,2991
2002.0,3,5.9,994.0,102.0,19,10,16,2060,3484,3151,4850
2001.0,0,8.3,32.0,93.0,6,67,64,5069,5897,4207,1628
1991.0,3,5.7,611.0,43.0,7,62,16,3674,3027,2735,960
1997.0,1,6.7,233.0,50.0,7,1,54,4439,2263,1093,1277
2003.0,3,6.8,14.0,96.0,6,62,16,4169,4743,3113,5105
1972.0,1,7.3,3834.0,95.0,5,37,33,3248,4714,20,1508
1966.0,1,7.4,2172.0,61.0,7,23,20,5043,2262,77,2474
2003.0,3,5.4,588.0,73.0,18,10,16,295,284,1710,4838
2000.0,3,8.4,104.0,92.0,6,62,16,1511,5792,4207,5105
1970.0,1,8.0,2582.0,95.0,6,62,16,1439,2357,971,5105
1996.0,4,7.1,66554.0,5.0,4,62,16,3912,4341,4207,3901
1998.0,3,5.1,2782.0,72.0,0,62,16,3640,1541,3774,4197
1996.0,7,6.4,26.0,30.0,2,37,33,3578,2190,3503,91
1999.0,1,unknown,3408.0,100.0,17,62,16,5069,5897,4207,933
1977.0,1,3.8,23402.0,105.0,13,62,16,2917,4664,1903,4981
2003.0,3,6.5,508.0,94.0,7,62,16,107,3109,2787,4995
1976.0,3,7.3,123.0,88.0,6,62,16,2978,1396,4207,5105
2004.0,1,6.7,3844.0,172.0,3,62,16,2289,1057,3485,4193
1991.0,4,7.3,70.0,83.0,2,37,33,3690,1136,4207,5061
2003.0,7,3.8,336.0,110.0,13,62,16,1988,3764,2484,3037
2000.0,1,4.3,1108.0,76.0,4,4,16,5005,2131,4152,5033
2004.0,7,unknown,165.0,94.0,14,62,16,4884,5897,839,971
1999.0,4,6.7,7500.0,89.0,4,62,16,214,1498,4207,935
1998.0,1,7.2,973.0,208.0,4,62,16,2547,4538,2100,2537
1996.0,1,7.6,569.0,178.0,6,62,16,1933,2630,2843,3444
1956.0,1,6.0,486.0,114.0,1,62,16,3910,36,3231,2420
2003.0,7,3.1,292.0,89.0,13,62,16,4480,672,2019,744
1987.0,3,9.0,23.0,153.0,4,62,16,2263,4118,3412,5105
2001.0,3,4.7,1431.0,46.0,7,62,16,3249,557,3412,3286
1974.0,1,6.4,3509.0,176.0,7,37,33,3248,2967,3991,2651
2000.0,1,6.1,12111.0,89.0,13,24,22,1594,532,3691,3737
2002.0,1,8.1,33.0,41.0,14,62,16,3124,942,2335,3126
1986.0,1,5.6,7079.0,104.0,7,62,16,3209,3219,4091,1140
2001.0,1,6.0,1605.0,145.0,4,30,26,4218,1735,1106,3869
2002.0,4,7.7,5334.0,25.0,2,37,16,4773,5039,4207,4411
1972.0,1,7.4,2881.0,74.0,7,23,20,5043,4852,717,2115
1998.0,7,4.9,14831.0,94.0,2,62,16,1966,2602,3947,200
1992.0,1,6.9,3556.0,60.0,0,27,7,4479,3563,1379,2746
2004.0,4,6.0,86.0,70.0,2,37,33,1953,5661,4207,2644
2000.0,0,8.1,14.0,98.0,19,67,64,1218,1059,2687,3972
2005.0,1,4.5,1366.0,112.0,7,30,16,4919,2281,3794,4243
1988.0,1,4.9,1742.0,125.0,4,6,20,778,832,1137,1349
2002.0,3,5.1,545.0,92.0,7,24,16,647,133,3392,2347
1978.0,1,5.8,1794.0,30.0,0,58,39,2016,1045,611,1973
1998.0,1,7.0,609.0,60.0,7,27,33,4604,4066,613,4349
2003.0,1,unknown,3408.0,88.0,26,67,16,5069,5897,2420,5105
1968.0,3,3.2,977.0,86.0,19,62,16,4770,5858,2311,2814
1997.0,4,5.8,282.0,84.0,2,37,33,1688,4719,4207,1810
1986.0,1,6.8,364.0,25.0,4,62,16,3792,5112,3130,4401
2005.0,7,3.0,713.0,85.0,0,62,16,226,2085,2869,3725
2002.0,1,7.8,7490.0,100.0,4,50,49,334,5677,113,148
1999.0,3,5.7,588.0,69.0,0,10,16,803,5079,3614,3551
2004.0,7,8.5,359.0,88.0,14,62,16,4641,5771,1455,5105
1992.0,1,7.1,7300.0,122.0,2,37,33,3179,5575,768,94
1999.0,3,5.9,84.0,91.0,6,62,16,4128,1758,909,1007
1974.0,1,6.7,6624.0,50.0,0,62,16,3775,5324,1950,2865
2005.0,7,7.3,27.0,92.0,14,62,16,1581,3166,2675,5105
1981.0,1,7.3,7730.0,87.0,7,23,16,1810,1734,1233,1490
1994.0,7,3.7,301.0,97.0,7,62,16,268,4105,1851,1975
1999.0,1,6.8,1784.0,96.0,7,34,25,5011,5822,163,1313
1985.0,0,7.5,2303.0,122.0,4,62,23,1027,745,3353,1638
2004.0,1,8.0,1463.0,25.0,6,62,16,2899,5897,3028,2906
1998.0,1,5.4,2280.0,99.0,5,61,16,3681,1943,859,3516
1999.0,1,5.4,1137.0,96.0,7,30,26,4553,640,3801,284
1985.0,2,7.5,317.0,108.0,5,61,16,4171,3718,4207,4987
1966.0,1,7.9,19128.0,30.0,7,23,20,331,5731,3351,4029
1969.0,2,8.2,237.0,50.0,3,61,16,2429,5325,4207,5019
2005.0,2,8.0,6724.0,95.0,1,62,16,2507,2266,4207,2751
1994.0,1,7.6,44488.0,25.0,0,27,7,2016,3492,614,1292
1999.0,7,4.5,41.0,88.0,5,62,16,2846,4235,1276,1539
2003.0,3,2.7,3296.0,47.0,4,62,16,2634,2347,2895,3227
1986.0,1,7.0,11311.0,153.0,1,37,16,1350,923,2613,3191
